yearWork,finalWork,StudentID,CourseID,,,,
26,55,20190168,7,,,,
31,50,20190168,8,,,,
37,52,20190168,9,,,,
33,30,20190168,10,,,,
34,25,20190168,11,,,,
39,59,20190168,13,,,,
38,57,20190168,14,,,,
27,47,20190169,2,,,,
28,42,20190169,3,,,,
26,39,20190169,4,,,,
37,41,20190169,5,,,,
31,56,20190169,7,,,,
34,49,20190169,8,,,,
34,26,20190169,9,,,,
38,45,20190169,10,,,,
25,43,20190169,11,,,,
35,44,20190169,13,,,,
35,54,20190169,14,,,,
26,44,20190173,2,,,,
40,36,20190173,3,,,,
31,47,20190173,4,,,,
30,45,20190173,5,,,,
35,30,20190173,7,,,,
38,25,20190173,8,,,,
31,37,20190173,9,,,,
26,57,20190173,10,,,,
38,48,20190173,11,,,,
26,50,20190173,13,,,,
33,54,20190173,14,,,,
36,41,20190180,2,,,,
39,38,20190180,3,,,,
35,38,20190180,4,,,,
39,57,20190180,5,,,,
27,58,20190180,7,,,,
35,58,20190180,8,,,,
39,38,20190180,9,,,,
30,31,20190180,10,,,,
34,53,20190180,11,,,,
34,60,20190180,13,,,,
30,59,20190180,14,,,,
36,59,20190184,2,,,,
40,46,20190184,3,,,,
28,27,20190184,4,,,,
31,54,20190184,5,,,,
32,60,20190184,7,,,,
31,46,20190184,8,,,,
27,59,20190184,9,,,,
36,29,20190184,10,,,,
30,49,20190184,11,,,,
34,44,20190184,13,,,,
33,46,20190184,14,,,,
35,42,20190196,2,,,,
39,37,20190196,3,,,,
37,59,20190196,4,,,,
35,43,20190196,5,,,,
26,47,20190196,7,,,,
39,39,20190196,8,,,,
31,32,20190196,9,,,,
39,55,20190196,10,,,,
39,42,20190196,11,,,,
36,44,20190196,13,,,,
25,51,20190196,14,,,,
28,30,20190211,2,,,,
38,35,20190211,3,,,,
33,42,20190211,4,,,,
28,46,20190211,5,,,,
26,32,20190211,7,,,,
38,47,20190211,8,,,,
39,58,20190211,9,,,,
30,60,20190211,10,,,,
33,27,20190211,11,,,,
34,50,20190211,13,,,,
38,42,20190211,14,,,,
31,49,20190215,2,,,,
35,26,20190215,3,,,,
30,39,20190215,4,,,,
32,43,20190215,5,,,,
32,39,20190215,7,,,,
32,45,20190215,8,,,,
30,30,20190215,9,,,,
31,35,20190215,10,,,,
40,45,20190215,11,,,,
38,39,20190215,13,,,,
32,29,20190215,14,,,,
33,36,20190218,2,,,,
39,26,20190218,3,,,,
31,59,20190218,4,,,,
40,28,20190218,5,,,,
28,34,20190218,7,,,,
32,38,20190218,8,,,,
25,39,20190218,9,,,,
29,52,20190218,10,,,,
26,44,20190218,11,,,,
38,45,20190218,13,,,,
33,60,20190218,14,,,,
38,27,20190227,2,,,,
40,26,20190227,3,,,,
40,35,20190227,4,,,,
38,30,20190227,5,,,,
36,42,20190227,7,,,,
28,31,20190227,8,,,,
31,59,20190227,9,,,,
36,59,20190227,10,,,,
26,25,20190227,11,,,,
32,47,20190227,13,,,,
25,40,20190227,14,,,,
39,45,20190228,2,,,,
35,37,20190228,3,,,,
37,27,20190228,4,,,,
39,60,20190228,5,,,,
29,34,20190228,7,,,,
30,46,20190228,8,,,,
36,26,20190228,9,,,,
34,49,20190228,10,,,,
31,39,20190228,11,,,,
34,30,20190228,13,,,,
35,35,20190228,14,,,,
25,27,20190231,2,,,,
36,46,20190231,3,,,,
27,54,20190231,4,,,,
35,58,20190231,5,,,,
27,40,20190231,7,,,,
27,59,20190231,8,,,,
36,31,20190231,9,,,,
37,35,20190231,10,,,,
28,29,20190231,11,,,,
39,46,20190231,13,,,,
37,29,20190231,14,,,,
26,26,20190238,2,,,,
31,37,20190238,3,,,,
33,43,20190238,4,,,,
40,25,20190238,5,,,,
39,45,20190238,7,,,,
33,28,20190238,8,,,,
25,35,20190238,9,,,,
29,35,20190238,10,,,,
31,48,20190238,11,,,,
40,28,20190238,13,,,,
37,35,20190238,14,,,,
30,52,20190244,2,,,,
35,31,20190244,3,,,,
37,51,20190244,4,,,,
29,42,20190244,5,,,,
33,51,20190244,7,,,,
30,58,20190244,8,,,,
38,25,20190244,9,,,,
27,52,20190244,10,,,,
33,35,20190244,11,,,,
30,31,20190244,13,,,,
38,44,20190244,14,,,,
33,33,20190253,2,,,,
33,40,20190253,3,,,,
31,40,20190253,4,,,,
33,57,20190253,5,,,,
37,27,20190253,7,,,,
37,42,20190253,8,,,,
36,52,20190253,9,,,,
31,56,20190253,10,,,,
28,33,20190253,11,,,,
38,41,20190253,13,,,,
31,31,20190253,14,,,,
34,52,20190263,2,,,,
26,59,20190263,3,,,,
37,50,20190263,4,,,,
33,25,20190263,5,,,,
35,38,20190263,7,,,,
37,54,20190263,8,,,,
36,29,20190263,9,,,,
31,49,20190263,10,,,,
39,49,20190263,11,,,,
28,40,20190263,13,,,,
32,49,20190263,14,,,,
26,37,20190266,2,,,,
25,57,20190266,3,,,,
40,44,20190266,4,,,,
40,51,20190266,5,,,,
36,40,20190266,7,,,,
25,47,20190266,8,,,,
27,41,20190266,9,,,,
34,49,20190266,10,,,,
31,33,20190266,11,,,,
25,37,20190266,13,,,,
33,40,20190266,14,,,,
26,34,20190270,2,,,,
37,56,20190270,3,,,,
39,46,20190270,4,,,,
28,41,20190270,5,,,,
29,44,20190270,7,,,,
37,39,20190270,8,,,,
25,57,20190270,9,,,,
39,49,20190270,10,,,,
34,28,20190270,11,,,,
36,39,20190270,13,,,,
39,43,20190270,14,,,,
31,55,20190274,2,,,,
30,56,20190274,3,,,,
36,52,20190274,4,,,,
29,46,20190274,5,,,,
40,52,20190274,7,,,,
38,32,20190274,8,,,,
39,36,20190274,9,,,,
34,27,20190274,10,,,,
30,31,20190274,11,,,,
40,55,20190274,13,,,,
25,35,20190274,14,,,,
38,42,20190278,2,,,,
25,27,20190278,3,,,,
39,59,20190278,4,,,,
28,46,20190278,5,,,,
28,28,20190278,7,,,,
33,57,20190278,8,,,,
32,30,20190278,9,,,,
32,32,20190278,10,,,,
34,29,20190278,11,,,,
29,47,20190278,13,,,,
33,34,20190278,14,,,,
28,55,20190283,2,,,,
29,56,20190283,3,,,,
37,48,20190283,4,,,,
31,32,20190283,5,,,,
27,29,20190283,7,,,,
28,25,20190283,8,,,,
27,33,20190283,9,,,,
38,48,20190283,10,,,,
27,43,20190283,11,,,,
34,43,20190283,13,,,,
31,29,20190283,14,,,,
38,49,20190288,2,,,,
25,42,20190288,3,,,,
27,51,20190288,4,,,,
40,35,20190288,5,,,,
30,46,20190288,7,,,,
36,60,20190288,8,,,,
40,54,20190288,9,,,,
29,39,20190288,10,,,,
34,36,20190288,11,,,,
32,36,20190288,13,,,,
27,48,20190288,14,,,,
39,46,20190289,2,,,,
35,43,20190289,3,,,,
39,29,20190289,4,,,,
29,48,20190289,5,,,,
38,56,20190289,7,,,,
34,44,20190289,8,,,,
30,44,20190289,9,,,,
29,29,20190289,10,,,,
25,39,20190289,11,,,,
39,48,20190289,13,,,,
31,32,20190289,14,,,,
27,37,20190290,2,,,,
28,34,20190290,3,,,,
30,59,20190290,4,,,,
32,50,20190290,5,,,,
32,51,20190290,7,,,,
27,42,20190290,8,,,,
36,53,20190290,9,,,,
28,35,20190290,10,,,,
33,50,20190290,11,,,,
37,57,20190290,13,,,,
36,29,20190290,14,,,,
33,34,20190291,2,,,,
38,33,20190291,3,,,,
29,45,20190291,4,,,,
34,58,20190291,5,,,,
37,28,20190291,7,,,,
29,28,20190291,8,,,,
34,57,20190291,9,,,,
40,58,20190291,10,,,,
31,33,20190291,11,,,,
34,32,20190291,13,,,,
30,58,20190291,14,,,,
29,29,20190294,2,,,,
25,38,20190294,3,,,,
26,31,20190294,4,,,,
34,36,20190294,5,,,,
29,49,20190294,7,,,,
26,47,20190294,8,,,,
26,33,20190294,9,,,,
35,46,20190294,10,,,,
29,56,20190294,11,,,,
28,27,20190294,13,,,,
38,60,20190294,14,,,,
26,29,20190297,2,,,,
27,40,20190297,3,,,,
37,30,20190297,4,,,,
25,38,20190297,5,,,,
34,35,20190297,7,,,,
32,49,20190297,8,,,,
26,40,20190297,9,,,,
27,45,20190297,10,,,,
31,53,20190297,11,,,,
30,50,20190297,13,,,,
38,49,20190297,14,,,,
32,34,20190298,2,,,,
25,59,20190298,3,,,,
33,39,20190298,4,,,,
38,35,20190298,5,,,,
34,50,20190298,7,,,,
26,58,20190298,8,,,,
36,34,20190298,9,,,,
34,37,20190298,10,,,,
37,41,20190298,11,,,,
39,47,20190298,13,,,,
39,59,20190298,14,,,,
36,54,20190307,2,,,,
37,40,20190307,3,,,,
29,41,20190307,4,,,,
25,26,20190307,5,,,,
38,57,20190307,7,,,,
29,31,20190307,8,,,,
40,52,20190307,9,,,,
37,60,20190307,10,,,,
33,36,20190307,11,,,,
26,41,20190307,13,,,,
34,26,20190307,14,,,,
30,26,20190309,2,,,,
25,58,20190309,3,,,,
33,58,20190309,4,,,,
26,33,20190309,5,,,,
39,36,20190309,7,,,,
38,60,20190309,8,,,,
37,53,20190309,9,,,,
29,25,20190309,10,,,,
26,48,20190309,11,,,,
38,33,20190309,13,,,,
39,41,20190309,14,,,,
25,58,20190313,2,,,,
40,55,20190313,3,,,,
37,30,20190313,4,,,,
33,54,20190313,5,,,,
37,51,20190313,7,,,,
33,44,20190313,8,,,,
40,32,20190313,9,,,,
36,34,20190313,10,,,,
32,48,20190313,11,,,,
30,48,20190313,13,,,,
27,58,20190313,14,,,,
37,34,20190316,2,,,,
40,54,20190316,3,,,,
28,26,20190316,4,,,,
35,57,20190316,5,,,,
37,29,20190316,7,,,,
27,42,20190316,8,,,,
26,46,20190316,9,,,,
30,44,20190316,10,,,,
30,27,20190316,11,,,,
28,47,20190316,13,,,,
37,28,20190316,14,,,,
30,44,20190322,2,,,,
38,34,20190322,3,,,,
30,41,20190322,4,,,,
32,59,20190322,5,,,,
29,57,20190322,7,,,,
30,50,20190322,8,,,,
31,51,20190322,9,,,,
33,34,20190322,10,,,,
38,33,20190322,11,,,,
27,37,20190322,13,,,,
36,45,20190322,14,,,,
32,42,20190325,2,,,,
34,52,20190325,3,,,,
28,56,20190325,4,,,,
30,47,20190325,5,,,,
37,29,20190325,7,,,,
31,43,20190325,8,,,,
34,38,20190325,9,,,,
27,55,20190325,10,,,,
33,49,20190325,11,,,,
38,40,20190325,13,,,,
36,30,20190325,14,,,,
33,60,20190333,2,,,,
29,50,20190333,3,,,,
35,38,20190333,4,,,,
27,40,20190333,5,,,,
27,56,20190333,7,,,,
33,49,20190333,8,,,,
32,54,20190333,9,,,,
26,36,20190333,10,,,,
33,26,20190333,11,,,,
39,53,20190333,13,,,,
31,58,20190333,14,,,,
27,27,20190335,2,,,,
33,60,20190335,3,,,,
40,44,20190335,4,,,,
40,33,20190335,5,,,,
27,29,20190335,7,,,,
27,37,20190335,8,,,,
38,33,20190335,9,,,,
29,30,20190335,10,,,,
37,34,20190335,11,,,,
27,27,20190335,13,,,,
31,54,20190335,14,,,,
25,38,20190337,2,,,,
28,53,20190337,3,,,,
31,55,20190337,4,,,,
28,60,20190337,5,,,,
38,43,20190337,7,,,,
31,44,20190337,8,,,,
31,28,20190337,9,,,,
35,51,20190337,10,,,,
39,28,20190337,11,,,,
39,50,20190337,13,,,,
35,42,20190337,14,,,,
27,26,20190341,2,,,,
38,37,20190341,3,,,,
34,54,20190341,4,,,,
31,30,20190341,5,,,,
33,48,20190341,7,,,,
28,50,20190341,8,,,,
27,39,20190341,9,,,,
40,41,20190341,10,,,,
29,50,20190341,11,,,,
25,41,20190341,13,,,,
39,51,20190341,14,,,,
34,42,20190346,2,,,,
33,26,20190346,3,,,,
39,29,20190346,4,,,,
25,36,20190346,5,,,,
34,26,20190346,7,,,,
37,30,20190346,8,,,,
39,27,20190346,9,,,,
27,48,20190346,10,,,,
40,50,20190346,11,,,,
25,52,20190346,13,,,,
35,57,20190346,14,,,,
27,53,20190348,2,,,,
39,46,20190348,3,,,,
25,33,20190348,4,,,,
29,53,20190348,5,,,,
38,54,20190348,7,,,,
30,55,20190348,8,,,,
36,60,20190348,9,,,,
31,31,20190348,10,,,,
33,39,20190348,11,,,,
38,26,20190348,13,,,,
29,44,20190348,14,,,,
34,39,20190352,2,,,,
25,50,20190352,3,,,,
31,31,20190352,4,,,,
38,51,20190352,5,,,,
40,28,20190352,7,,,,
30,48,20190352,8,,,,
27,49,20190352,9,,,,
31,26,20190352,10,,,,
30,37,20190352,11,,,,
26,57,20190352,13,,,,
27,56,20190352,14,,,,
35,35,20190359,2,,,,
29,25,20190359,3,,,,
25,51,20190359,4,,,,
30,52,20190359,5,,,,
28,43,20190359,7,,,,
25,26,20190359,8,,,,
33,44,20190359,9,,,,
31,52,20190359,10,,,,
30,34,20190359,11,,,,
27,25,20190359,13,,,,
37,25,20190359,14,,,,
28,47,20190365,2,,,,
26,50,20190365,3,,,,
32,46,20190365,4,,,,
30,39,20190365,5,,,,
40,30,20190365,7,,,,
26,31,20190365,8,,,,
35,54,20190365,9,,,,
35,32,20190365,10,,,,
30,53,20190365,11,,,,
35,53,20190365,13,,,,
39,56,20190365,14,,,,
40,54,20190366,2,,,,
32,56,20190366,3,,,,
27,58,20190366,4,,,,
32,55,20190366,5,,,,
29,29,20190366,7,,,,
34,48,20190366,8,,,,
35,59,20190366,9,,,,
26,26,20190366,10,,,,
31,46,20190366,11,,,,
29,37,20190366,13,,,,
40,30,20190366,14,,,,
33,47,20190369,2,,,,
27,37,20190369,3,,,,
29,59,20190369,4,,,,
35,47,20190369,5,,,,
28,45,20190369,7,,,,
31,37,20190369,8,,,,
38,41,20190369,9,,,,
26,37,20190369,10,,,,
33,55,20190369,11,,,,
39,56,20190369,13,,,,
36,32,20190369,14,,,,
33,50,20190383,2,,,,
34,57,20190383,3,,,,
32,33,20190383,4,,,,
25,39,20190383,5,,,,
33,26,20190383,7,,,,
31,26,20190383,8,,,,
33,53,20190383,9,,,,
30,42,20190383,10,,,,
31,50,20190383,11,,,,
36,59,20190383,13,,,,
40,28,20190383,14,,,,
32,51,20190388,2,,,,
34,53,20190388,3,,,,
29,56,20190388,4,,,,
36,56,20190388,5,,,,
40,32,20190388,7,,,,
25,25,20190388,8,,,,
34,25,20190388,9,,,,
32,46,20190388,10,,,,
40,49,20190388,11,,,,
27,34,20190388,13,,,,
33,54,20190388,14,,,,
29,40,20190392,2,,,,
26,42,20190392,3,,,,
39,51,20190392,4,,,,
32,49,20190392,5,,,,
32,35,20190392,7,,,,
28,26,20190392,8,,,,
30,28,20190392,9,,,,
40,41,20190392,10,,,,
37,37,20190392,11,,,,
26,27,20190392,13,,,,
28,57,20190392,14,,,,
35,51,20190405,2,,,,
25,58,20190405,3,,,,
34,47,20190405,4,,,,
38,45,20190405,5,,,,
26,29,20190405,7,,,,
31,26,20190405,8,,,,
33,31,20190405,9,,,,
35,32,20190405,10,,,,
27,50,20190405,11,,,,
27,25,20190405,13,,,,
28,34,20190405,14,,,,
40,35,20190406,2,,,,
38,43,20190406,3,,,,
31,53,20190406,4,,,,
40,44,20190406,5,,,,
27,31,20190406,7,,,,
28,55,20190406,8,,,,
34,47,20190406,9,,,,
29,36,20190406,10,,,,
35,26,20190406,11,,,,
25,47,20190406,13,,,,
31,57,20190406,14,,,,
34,41,20190407,2,,,,
36,36,20190407,3,,,,
25,52,20190407,4,,,,
32,30,20190407,5,,,,
27,26,20190407,7,,,,
39,31,20190407,8,,,,
39,59,20190407,9,,,,
33,25,20190407,10,,,,
35,56,20190407,11,,,,
35,32,20190407,13,,,,
29,28,20190407,14,,,,
27,26,20190409,2,,,,
34,47,20190409,3,,,,
32,40,20190409,4,,,,
36,54,20190409,5,,,,
30,56,20190409,7,,,,
28,41,20190409,8,,,,
37,39,20190409,9,,,,
29,39,20190409,10,,,,
26,47,20190409,11,,,,
28,28,20190409,13,,,,
39,31,20190409,14,,,,
31,35,20190410,2,,,,
40,31,20190410,3,,,,
40,25,20190410,4,,,,
25,26,20190410,5,,,,
33,26,20190410,7,,,,
40,34,20190410,8,,,,
40,28,20190410,9,,,,
33,57,20190410,10,,,,
26,58,20190410,11,,,,
40,33,20190410,13,,,,
33,25,20190410,14,,,,
40,51,20190411,2,,,,
31,30,20190411,3,,,,
37,29,20190411,4,,,,
32,37,20190411,5,,,,
38,31,20190411,7,,,,
37,54,20190411,8,,,,
31,31,20190411,9,,,,
28,33,20190411,10,,,,
31,48,20190411,11,,,,
29,29,20190411,13,,,,
34,28,20190411,14,,,,
34,29,20190440,2,,,,
34,42,20190440,3,,,,
37,33,20190440,4,,,,
39,42,20190440,5,,,,
25,33,20190440,7,,,,
33,38,20190440,8,,,,
40,57,20190440,9,,,,
32,42,20190440,10,,,,
28,58,20190440,11,,,,
31,54,20190440,13,,,,
32,46,20190440,14,,,,
39,56,20190443,2,,,,
32,25,20190443,3,,,,
29,44,20190443,4,,,,
27,54,20190443,5,,,,
32,39,20190443,7,,,,
29,42,20190443,8,,,,
32,49,20190443,9,,,,
26,30,20190443,10,,,,
31,54,20190443,11,,,,
30,39,20190443,13,,,,
29,59,20190443,14,,,,
32,38,20190452,2,,,,
32,60,20190452,3,,,,
36,58,20190452,4,,,,
29,39,20190452,5,,,,
36,52,20190452,7,,,,
39,31,20190452,8,,,,
35,39,20190452,9,,,,
38,49,20190452,10,,,,
33,33,20190452,11,,,,
26,47,20190452,13,,,,
40,58,20190452,14,,,,
32,54,20190455,2,,,,
35,50,20190455,3,,,,
36,28,20190455,4,,,,
34,26,20190455,5,,,,
27,56,20190455,7,,,,
31,44,20190455,8,,,,
40,30,20190455,9,,,,
37,40,20190455,10,,,,
39,45,20190455,11,,,,
25,44,20190455,13,,,,
38,26,20190455,14,,,,
38,57,20190456,2,,,,
29,37,20190456,3,,,,
35,56,20190456,4,,,,
32,29,20190456,5,,,,
40,32,20190456,7,,,,
38,43,20190456,8,,,,
38,60,20190456,9,,,,
31,28,20190456,10,,,,
28,49,20190456,11,,,,
40,41,20190456,13,,,,
25,50,20190456,14,,,,
28,28,20190457,2,,,,
40,36,20190457,3,,,,
35,28,20190457,4,,,,
38,25,20190457,5,,,,
37,35,20190457,7,,,,
37,49,20190457,8,,,,
29,53,20190457,9,,,,
33,60,20190457,10,,,,
34,60,20190457,11,,,,
38,46,20190457,13,,,,
27,53,20190457,14,,,,
25,31,20190464,2,,,,
38,49,20190464,3,,,,
26,60,20190464,4,,,,
27,35,20190464,5,,,,
33,41,20190464,7,,,,
39,31,20190464,8,,,,
28,34,20190464,9,,,,
37,47,20190464,10,,,,
32,37,20190464,11,,,,
38,47,20190464,13,,,,
27,36,20190464,14,,,,
29,29,20190484,2,,,,
37,40,20190484,3,,,,
33,36,20190484,4,,,,
31,44,20190484,5,,,,
28,27,20190484,7,,,,
29,46,20190484,8,,,,
40,45,20190484,9,,,,
26,59,20190484,10,,,,
36,26,20190484,11,,,,
30,60,20190484,13,,,,
32,54,20190484,14,,,,
25,51,20190487,2,,,,
35,44,20190487,3,,,,
31,44,20190487,4,,,,
37,33,20190487,5,,,,
27,55,20190487,7,,,,
31,38,20190487,8,,,,
40,46,20190487,9,,,,
32,45,20190487,10,,,,
28,53,20190487,11,,,,
27,60,20190487,13,,,,
30,39,20190487,14,,,,
29,38,20190489,2,,,,
29,50,20190489,3,,,,
26,59,20190489,4,,,,
38,55,20190489,5,,,,
35,33,20190489,7,,,,
30,58,20190489,8,,,,
38,48,20190489,9,,,,
33,35,20190489,10,,,,
32,52,20190489,11,,,,
34,59,20190489,13,,,,
26,51,20190489,14,,,,
39,45,20190490,2,,,,
31,40,20190490,3,,,,
35,34,20190490,4,,,,
26,26,20190490,5,,,,
33,32,20190490,7,,,,
36,44,20190490,8,,,,
35,39,20190490,9,,,,
39,37,20190490,10,,,,
34,49,20190490,11,,,,
28,44,20190490,13,,,,
34,54,20190490,14,,,,
28,33,20190495,2,,,,
36,34,20190495,3,,,,
32,59,20190495,4,,,,
29,36,20190495,5,,,,
26,52,20190495,7,,,,
29,37,20190495,8,,,,
40,30,20190495,9,,,,
25,28,20190495,10,,,,
29,40,20190495,11,,,,
32,44,20190495,13,,,,
30,59,20190495,14,,,,
33,42,20190499,2,,,,
33,53,20190499,3,,,,
27,40,20190499,4,,,,
35,48,20190499,5,,,,
25,34,20190499,7,,,,
37,35,20190499,8,,,,
35,53,20190499,9,,,,
35,26,20190499,10,,,,
28,44,20190499,11,,,,
28,50,20190499,13,,,,
36,38,20190499,14,,,,
39,41,20190500,2,,,,
34,26,20190500,3,,,,
32,49,20190500,4,,,,
34,25,20190500,5,,,,
25,46,20190500,7,,,,
32,50,20190500,8,,,,
